,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost,Year 
529,De'Anthony Thomas,2TM,WR,26,14,0,2,1,0,0,0,5,0,2,6,0,2.1,0,3,0,2019
530,Jordan Thomas,HOU,TE,23,5,2,3,1,0,0,0,0,0,0,8,0,1.8,0,0,0,2019
531,Mike Thomas,LAR,WR,25,16,0,5,2,0,0,0,0,0,0,14,0,3.4,0,0,0,2019
532,Levine Toilolo,SFO,TE,28,13,0,2,2,0,0,0,0,0,0,10,0,3,0,0,0,2019
533,De'Lance Turner,MIA,RB,24,8,0,0,0,0,0,0,6,0,4,0,0,0.6,0,0,0,2019
534,John Ursua,SEA,WR,25,3,0,1,1,0,0,0,0,0,0,11,0,2.1,0,0,0,2019
535,Dexter Williams,GNB,RB,22,4,0,0,0,0,0,0,11,0,5,0,0,1.1,0,0,0,2019
536,Jerell Adams,HOU,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
537,Stephen Anderson,LAC,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
538,Evan Baylis,GNB,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
539,Kendall Blanton,LAR,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
540,Tim Boyle,GNB,QB,25,3,0,0,0,15,0,4,-7,0,5,0,0,-0.1,0,0,0,2019
541,Deante Burton,DAL,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
542,Trenton Cannon,NYJ,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
543,Garrett Celek,SFO,0,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
544,Jordan Chunn,DAL,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
545,Chandler Cox,MIA,0,23,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
546,River Cracraft,DEN,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
547,Jerome Cunningham,WAS,0,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
548,Darrell Daniels,ARI,TE,25,11,0,3,1,0,0,0,0,0,0,4,0,1.4,0,0,0,2019
549,Davion Davis,MIN,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
550,James Develin,NWE,RB,31,2,2,0,0,0,0,0,3,0,2,0,0,0.3,0,0,0,2019
551,Garrett Dickerson,NYG,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
552,Gehrig Dieter,KAN,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
553,Brandon Dillon,MIN,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
554,Josh Doctson,MIN,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
555,Quinton Dunbar,WAS,0,27,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
556,Alex Ellis,PHI,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
557,David Fales,NYJ,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
558,David Fluellen,TEN,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
559,D.J. Foster,ARI,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
560,Travis Fulgham,DET,0,24,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
561,Zach Gentry,PIT,TE,23,4,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0,2019
562,Garrett Gilbert,CLE,QB,28,5,0,0,0,0,0,3,-3,0,3,0,0,-0.3,0,0,0,2019
563,Cullen Gillaspia,HOU,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
564,C.J. Goodwin,DAL,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
565,Cyril Grayson,TAM,WR,26,2,0,1,1,0,0,0,0,0,0,3,0,1.3,0,0,0,2019
566,Xavier Grimble,PIT,TE,27,3,1,3,1,0,0,0,0,0,0,3,0,1.3,0,0,0,2019
567,Jalen Guyton,LAC,0,22,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
568,Justin Hardee,NOR,0,25,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
569,Clark Harris,CIN,0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
570,Krishawn Hogan,NOR,WR,24,8,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0,2019
571,Lil'Jordan Humphrey,NOR,0,21,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
572,Trenton Irwin,CIN,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
573,Gary Jennings,MIA,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
574,Tom Kennedy,DET,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
575,Darvin Kidsy,WAS,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
576,Keith Kirkwood,NOR,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
577,Matt Lengel,IND,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
578,Josh Malone,NYJ,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
579,Jeremy McNichols,JAX,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
580,Trace McSorley,BAL,QB,24,1,0,0,0,0,0,0,1,0,1,0,0,0.1,0,0,0,2019
581,Carson Meier,ATL,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
582,Jaydon Mickens,TAM,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
583,Alfred Morris,ARI,RB,31,1,0,0,0,0,0,0,4,0,1,0,0,0.4,0,0,0,2019
584,Nick Mullens,SFO,QB,24,1,0,0,0,0,0,0,-3,0,3,0,0,-0.3,0,0,0,2019
585,Jojo Natson,LAR,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
586,Roosevelt Nix,PIT,RB,27,3,0,3,2,0,0,0,0,0,0,4,0,2.4,0,0,0,2019
587,Jamize Olawale,DAL,0,30,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
588,Matthew Orzech,JAX,0,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
589,Senorise Perry,BUF,RB,28,11,0,1,1,0,0,0,3,0,3,1,0,1.4,0,0,0,2019
590,Craig Reynolds,WAS,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
591,Richard Rodgers,PHI,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
592,Cooper Rush,DAL,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
593,Spencer Schnell,TAM,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
594,Mason Schreck,CIN,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
595,Trevor Siemian,NYJ,QB,28,1,1,0,0,3,0,6,0,0,0,0,0,0.12,0,0,0,2019
596,Matthew Slater,NWE,0,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
597,Rod Smith,2TM,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
598,Nate Solder,NYG,0,31,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
599,Jace Sternberger,GNB,0,23,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
600,Alex Tanney,NYG,QB,32,1,0,0,0,1,0,1,0,0,0,0,0,0.04,0,0,0,2019
601,Taywan Taylor,CLE,0,24,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
602,Eric Tomlinson,3TM,TE,27,8,3,1,1,0,0,0,0,0,0,1,0,1.1,0,0,0,2019
603,Robert Turbin,SEA,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
604,Jason Vander Laan,NOR,0,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
605,Austin Walter,NYG,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
606,Jester Weah,WAS,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
607,Nsimba Webster,LAR,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
608,Chad Williams,IND,0,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
609,Trayveon Williams,CIN,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
610,Juwann Winfree,DEN,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
611,Blake Bortles,LAR,QB,27,3,0,0,0,3,0,2,-9,0,2,0,0,-0.78,0,0,0,2019
612,Sean Mannion,MIN,QB,27,3,1,0,0,126,0,21,-5,0,6,0,0,-1.46,2,1,1,2019
613,Greg Dortch,CAR,0,21,2,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,2019
614,Quincy Enunwa,NYJ,WR,27,1,1,3,1,0,0,0,0,0,0,-4,0,-1.4,0,1,1,2019
615,Ray-Ray McCloud,CAR,0,23,6,0,0,0,0,0,0,0,0,0,0,0,-2,0,3,1,2019
616,Darrius Shepherd,GNB,WR,24,6,0,2,1,0,0,0,0,0,0,1,0,-0.9,0,1,1,2019
617,Jarrett Stidham,NWE,QB,23,3,0,0,0,14,0,4,-2,0,2,0,0,-1.64,1,0,0,2019
618,Michael Walker,JAX,WR,23,7,0,3,2,0,0,0,0,0,0,15,0,-0.5,0,2,2,2019
619,Corey Clement,PHI,0,25,4,0,0,0,0,0,0,0,0,0,0,0,-4,0,2,2,2019
